#Condition A: pooled_N2_run2/IRFinder-IR-dir.txt
#Condition B: pooled_TFIIS_I_run2/IRFinder-IR-dir.txt
Chr	Start	End	Intron-GeneName/GeneID	-	Direction	ExcludedBases	p-diff	p-increased	p-decreased	A-IRratio	A-IRok	A-IntronCover	A-IntronDepth	A-SplicesMax	A-SplicesExact	B-IRratio	B-IRok	B-IntronCover	B-IntronDepth	B-SplicesMax	B-SplicesExact
III	7282147	7282214	B0361.3/WBGene00015157/clean	0	+	10	0.346021	0.653979	0.346021	0.02	-	1	1	49	49	0	-	0	0	35	35
IV	3646927	3648491	CC8.2/WBGene00016987/clean	0	-	216	0.346021	0.346021	0.653979	0.0297562	-	0.978487	18.3093	597	590	0.0341447	NonUniformIntronCover	0.867953	13.363	377	377
X	3729564	3730183	aex-4/WBGene00006454/clean	0	+	10	0.346114	0.346114	0.653886	0.0289294	-	0.417077	0.897959	14	14	0.117753	NonUniformIntronCover	0.609195	2.66939	20	20
IV	1107633	1108812	ost-1/WBGene00003893/clean	0	+	24	0.346296	0.653704	0.346296	0.0115738	NonUniformIntronCover	0.440693	1.63931	140	140	0.0029511	-	0.381818	0.615551	129	129
I	10736817	10737322	B0205.6/WBGene00015021/clean	0	+	10	0.346377	0.346377	0.653623	0.010203	-	0.40202	0.256281	39	39	0.0254652	NonUniformIntronCover	0.40404	2.35176	90	90
X	9380977	9381131	pkc-2/WBGene00004033/clean	0	+	10	0.34643	0.65357	0.34643	0.0140331	NonUniformIntronCover	0.583333	2.12069	149	148	0	-	0	0	64	64
II	14528125	14528179	F57C2.5/WBGene00010197/clean	0	-	10	0.346758	0.653242	0.346758	0.0534699	-	1	47	832	832	0.0457746	-	1	13	271	271
I	12526233	12526350	K11D2.4/WBGene00010770/clean	0	+	10	0.347798	0.652202	0.347798	0.0144928	-	1	1	68	68	0.00811124	NonUniformIntronCover	0.392523	0.465116	48	48
I	5869237	5869328	vpr-1/WBGene00018008/clean	0	-	10	0.34782	0.65218	0.34782	0.0239617	NonUniformIntronCover	1	15	611	611	0.0196078	-	0.851852	8	399	399
V	6664790	6664844	pmp-5/WBGene00004062/clean	0	-	10	0.348628	0.651372	0.348628	0.0188679	-	1	14	728	728	0	-	0	0	54	54
V	10399434	10399699	ugt-2/WBGene00007073/clean	0	+	10	0.348924	0.348924	0.651076	0.158038	-	0.729412	2.81553	15	15	0.248323	MinorIsoform	0.827451	24.4466	38	38
IV	6796541	6796673	C17H12.12/WBGene00015937/clean	0	+	10	0.349171	0.349171	0.650829	0.00540802	-	0.54918	0.62	101	101	0.0214198	NonUniformIntronCover	1	22.02	993	993
I	6943724	6944372	T10B11.6/WBGene00020402/clean	0	-	10	0.349174	0.650826	0.349174	0.0260312	-	0.479624	1.01562	38	38	0.0119874	NonUniformIntronCover	0.327586	0.0703125	27	27
I	7929340	7929391	nmy-2/WBGene00003777/clean	0	-	10	0.349636	0.349636	0.650364	0.02	NonUniformIntronCover	0.317073	1	49	49	0	-	0	0	12	12
V	20703454	20703507	F53F8.5/WBGene00010002/clean	0	-	10	0.349789	0.650211	0.349789	0.0740363	NonUniformIntronCover	1	22.9474	287	287	0.0540541	-	1	4	70	70
I	12963816	12964403	C47B2.2/WBGene00008131/clean	0	-	10	0.349987	0.349987	0.650013	0.0148018	NonUniformIntronCover	0.422877	1.27706	85	85	0.00612101	-	0.344887	0.852814	56	56
I	10192113	10192170	lid-1/WBGene00007711/clean	0	-	10	0.350128	0.649872	0.350128	0.06	LowCover	1	3	6	6	0.013986	-	0.212766	0	13	13
I	8486889	8486940	D1081.9/WBGene00008387/clean	0	-	10	0.35021	0.64979	0.35021	0.423367	-	1	19.8235	27	27	0.372093	-	1	16	27	27
II	1235751	1236018	lin-42/WBGene00018572/clean	0	-	10	0.350581	0.350581	0.649419	0.00335595	-	0.175097	0	52	52	0.0186629	NonUniformIntronCover	0.844358	7.85437	413	412
V	13011442	13011495	try-10/WBGene00008849/clean	0	-	10	0.351166	0.351166	0.648834	0.111111	LowCover	1	1	8	8	0.222222	-	1	4	14	14
II	8665371	8665424	D2085.4/WBGene00008429/clean	0	+	10	0.35153	0.64847	0.35153	0.0885609	NonUniformIntronCover	0.488372	3.78947	39	39	0	-	0	0	10	10
X	3093725	3093783	wrt-2/WBGene00006948/clean	0	-	10	0.352367	0.352367	0.647633	0	-	0	0	15	15	0.0609137	NonUniformIntronCover	0.583333	4.8	74	74
III	9126420	9126479	sec-16/WBGene00013985/clean	0	+	10	0.35259	0.35259	0.64741	0.0472999	-	1	52.4286	1056	1056	0.05074	NonUniformIntronCover	1	24	449	449
IV	15041487	15041539	Y41E3.11/WBGene00012769/clean	0	+	10	0.35293	0.64707	0.35293	0.0421053	-	1	4	91	91	0	-	0	0	22	22
X	17137167	17137285	cnp-3/WBGene00020725/clean	0	-	10	0.353649	0.353649	0.646351	0.100292	NonUniformIntronCover	0.435185	2.34091	21	21	0.1	-	0.75	1	9	9
X	7001876	7003130	tyra-2/WBGene00017157/clean	0	-	71	0.354093	0.354093	0.645907	0.00484698	-	0.102282	0	19	19	0.0475038	NonUniformIntronCover	0.632291	4.33895	79	79
I	3898354	3898631	fkb-5/WBGene00001430/clean	0	-	10	0.354146	0.354146	0.645854	0.0228728	-	0.374532	0.186916	16	16	0.0553921	NonUniformIntronCover	0.393258	2.99065	51	51
V	4962902	4962958	tam-1/WBGene00006523/clean	0	-	10	0.354214	0.645786	0.354214	0.0299003	NonUniformIntronCover	0.608696	2.25	73	73	0	-	0	0	31	31
V	4374126	4374180	neg-1/WBGene00017985/clean	0	-	10	0.354311	0.354311	0.645689	0.0228571	NonUniformIntronCover	0.931818	4	171	171	0	-	0	0	16	16
V	7802556	7802644	ZK742.2/WBGene00022812/clean	0	-	10	0.354432	0.645568	0.354432	0.037594	-	0.564103	1.71875	44	44	0	-	0	0	19	19
II	11048400	11048458	F33A8.4/WBGene00009352/clean	0	-	10	0.355367	0.644633	0.355367	0.0448792	NonUniformIntronCover	0.5625	3.9	82	82	0	-	0	0	20	20
X	5829695	5829750	acp-5/WBGene00017427/clean	0	+	10	0.355909	0.355909	0.644091	0.0970297	-	0.822222	12.8947	120	120	0.0833333	NonUniformIntronCover	0.822222	1	11	11
IV	9591218	9591417	F27C8.5/WBGene00009185/clean	0	-	10	0.356274	0.643726	0.356274	0	-	0	0	17	17	0.0167136	-	0.534392	1.15584	68	68
II	9881949	9882210	C08H9.15/WBGene00007474/clean	0	+	10	0.357238	0.642762	0.357238	0.0175289	-	0.410359	0.277228	23	23	0.0158865	-	0.398406	1.48515	92	92
I	3838896	3838975	gsp-4/WBGene00020187/clean	0	-	10	0.357271	0.357271	0.642729	0.00540541	-	0.0869565	0	16	16	0.0599214	NonUniformIntronCover	0.550725	4.2069	66	66
V	12997021	12997084	far-3/WBGene00001387/clean	0	-	10	0.358115	0.358115	0.641885	0	-	0	0	83	83	0.0118407	NonUniformIntronCover	1	11	918	918
I	9966977	9967041	mom-5/WBGene00003397/clean	0	+	10	0.358508	0.641492	0.358508	0.0421903	-	1	4.27273	97	97	0	-	0	0	23	23
IV	4457765	4458442	R08C7.12/WBGene00019955/clean	0	+	10	0.358529	0.641471	0.358529	0.0442839	NonUniformIntronCover	0.496252	5.23596	97	97	0.0129154	-	0.287856	0	22	22
IV	9527784	9528010	elo-1/WBGene00001239/clean	0	+	10	0.359362	0.640638	0.359362	0.0113023	NonUniformIntronCover	0.481481	3.82955	335	335	0	-	0	0	77	77
III	7336674	7336730	gsp-2/WBGene00001748/clean	0	+	10	0.359529	0.359529	0.640471	0.656069	-	1	227	117	117	0.67978	-	1	148.6	70	70
I	5111068	5111119	Y110A7A.21/WBGene00045212/known-exon	0	-	10	0.359612	0.359612	0.640388	0.251756	-	1	103.294	307	307	0.263147	-	1	216.059	599	599
I	2302974	2303026	tpxl-1/WBGene00021470/clean	0	-	10	0.359848	0.640152	0.359848	0.0714286	NonUniformIntronCover	1	5	65	65	0	-	0	0	13	13
II	464570	466042	nfyb-1/WBGene00021132/clean	0	-	110	0.359991	0.640009	0.359991	0.0846845	NonUniformIntronCover	0.617474	5.92125	64	64	0.0106973	-	0.118943	0	11	11
II	8998659	8998748	tdp-1/WBGene00006514/clean	0	+	10	0.36	0.36	0.64	0.0184332	-	0.56962	1.33333	57	57	0	MinorIsoform	0	0	13	13
II	12733780	12733842	snrp-200/WBGene00012896/clean	0	-	10	0.36	0.36	0.64	0.0178571	NonUniformIntronCover	1	1	55	55	0	-	0	0	14	14
III	5400028	5400134	Y32H12A.8/WBGene00021316/clean	0	-	10	0.36	0.36	0.64	0	-	0	0	28	28	0.0238095	-	0.9375	1	41	41
V	9265783	9265885	slc-17.7/WBGene00022788/clean	0	-	10	0.360194	0.360194	0.639806	0.265993	-	1	39.5	109	109	0.290909	NonUniformIntronCover	1	16	39	39
IV	5801010	5801329	lntl-1/WBGene00016289/known-exon	0	-	10	0.360776	0.360776	0.639224	0.0243572	NonUniformIntronCover	0.349515	0.768	14	14	0.0981241	-	0.488673	1.632	15	15
V	3891219	3891887	C17E7.12/WBGene00015905/clean	0	-	10	0.360813	0.639187	0.360813	0.0195522	NonUniformIntronCover	0.50152	4.74621	238	238	0	-	0	0	45	45
IV	11181704	11181756	cpt-2/WBGene00011122/known-exon	0	+	10	0.360954	0.360954	0.639046	0.409091	-	1	9	13	13	0.487805	-	1	20	21	21
III	971589	971651	R06B10.1/WBGene00019912/clean	0	-	10	0.361513	0.361513	0.638487	0.027027	-	0.730769	1	36	36	0.0575916	NonUniformIntronCover	0.730769	22	360	360
I	12033635	12033688	F58D5.7/WBGene00010246/clean	0	-	10	0.363222	0.636778	0.363222	0.0183486	-	0.72093	2	107	107	0.0187933	NonUniformIntronCover	0.72093	19	992	992
X	7806832	7807155	R03G5.6/WBGene00019847/clean	0	-	10	0.363538	0.636462	0.363538	0.0125744	-	0.325879	1.0315	81	81	0	-	0	0	54	54
X	15190540	15190596	T10B10.4/WBGene00011681/clean	0	+	10	0.364032	0.635968	0.364032	0.264	-	1	33	92	92	0.242857	NonUniformIntronCover	1	34	106	99
III	6550669	6550723	C09E7.7/WBGene00015641/clean	0	-	10	0.36408	0.36408	0.63592	0.0719813	MinorIsoform	1	88.8889	1146	805	0.0763052	-	1	38	460	395
V	14774722	14775170	haf-7/WBGene00001817/clean	0	+	10	0.364431	0.635569	0.364431	0.0933931	NonUniformIntronCover	0.550228	2.36932	23	23	0	-	0	0	10	10
IV	275187	275540	sma-10/WBGene00020649/clean	0	+	10	0.365412	0.634588	0.365412	0.0237192	-	0.291545	0	12	12	0.0273806	-	0.472303	1.29496	46	46
X	5178316	5178595	T03G11.6/WBGene00020199/clean	0	-	10	0.366648	0.633352	0.366648	0.0866544	NonUniformIntronCover	0.494424	3.88991	41	41	0	-	0	0	10	10
III	3365675	3365792	prk-2/WBGene00004183/clean	0	-	10	0.366956	0.366956	0.633044	0	-	0	0	41	41	0.015873	-	1	1	62	62
IV	3225884	3229974	Y67D8A.2/WBGene00022059/clean	0	+	320	0.367309	0.367309	0.632691	0.0166927	-	0.441379	0.36008	26	26	0.029505	NonUniformIntronCover	0.395225	1.18568	39	39
V	12104553	12104858	nhr-153/WBGene00007546/clean	0	+	10	0.367394	0.632606	0.367394	0.0343675	-	0.338983	1.81513	51	51	0	-	0	0	21	21
I	10341173	10341627	aph-2/WBGene00000148/clean	0	+	15	0.36755	0.63245	0.36755	0.0231431	NonUniformIntronCover	0.455581	4.28814	181	181	0	-	0	0	41	41
III	812433	812494	daf-7/WBGene00000903/clean	0	+	10	0.367729	0.367729	0.632271	0.444444	-	1	12	15	15	0.5	-	1	7	7	7
II	13590916	13592556	clec-146/WBGene00013008/clean	0	-	110	0.368179	0.368179	0.631821	0.0178891	NonUniformIntronCover	0.388889	1.11111	61	61	0.00406835	-	0.0653595	0	16	16
X	461549	462079	aagr-4/WBGene00018682/clean	0	+	10	0.368326	0.368326	0.631674	0.00439382	-	0.344231	0.110577	78	78	0.0105804	NonUniformIntronCover	0.553846	2.90865	272	272
III	6004948	6005250	T04C9.1/WBGene00020209/clean	0	+	10	0.368674	0.631326	0.368674	0.0529428	NonUniformIntronCover	0.626712	3.18644	57	57	0	-	0	0	17	17
III	7928283	7928397	C29E4.13/WBGene00043051/known-exon	0	-	14	0.369054	0.630946	0.369054	0.0383859	-	0.88	26.825	672	672	0.0329053	NonUniformIntronCover	1	8.2	241	241
I	6493331	6493382	mdt-18/WBGene00007018/clean	0	-	10	0.369694	0.630306	0.369694	0.0196078	-	1	5	250	250	0	-	0	0	46	46
III	8300445	8300569	mig-10/WBGene00003243/clean	0	+	10	0.369744	0.630256	0.369744	0.0440457	NonUniformIntronCover	0.578947	13.5	293	293	0.0394432	-	0.824561	13.6739	333	333
V	12499388	12499498	W04D2.6/WBGene00012245/clean	0	+	10	0.369773	0.630227	0.369773	0.0103093	-	0.71	4	384	384	0.00537634	NonUniformIntronCover	0.71	1	185	185
X	7062155	7062212	B0403.3/WBGene00015167/clean	0	-	10	0.370415	0.370415	0.629585	0.00903614	-	0.12766	0	14	14	0.0666667	NonUniformIntronCover	0.978723	8	112	112
II	15090320	15091216	Y53F4B.21/WBGene00013167/clean	0	+	10	0.370504	0.370504	0.629496	0.0265428	NonUniformIntronCover	0.455982	3.16292	116	116	0.0121501	-	0.479684	0.837079	39	39
III	12370586	12370638	rpt-6/WBGene00004506/clean	0	+	10	0.370528	0.370528	0.629472	0.351401	NonUniformIntronCover	1	63.3889	117	117	0.367188	-	1	15.6667	27	27
III	13548670	13548722	Y76A2B.5/WBGene00013577/clean	0	-	10	0.370858	0.370858	0.629142	0.133657	-	1	152.889	991	991	0.138747	-	1	75.5556	469	469
IV	8690887	8690967	hst-1/WBGene00002028/clean	0	-	10	0.370987	0.370987	0.629013	0.0217391	NonUniformIntronCover	1	1	45	45	0	-	0	0	12	12
I	7815958	7816035	D2005.4/WBGene00008399/clean	0	+	10	0.371077	0.628923	0.371077	0.0452174	NonUniformIntronCover	0.686567	2.88889	61	61	0	-	0	0	18	18
X	17625607	17626529	H18N23.2/WBGene00019211/clean	0	-	16	0.371302	0.371302	0.628698	0.00642868	-	0.562914	0.942308	87	87	0.0178263	-	0.53532	1.10714	61	61
III	13167602	13168012	snpc-1.2/WBGene00012715/clean	0	-	10	0.371713	0.628287	0.371713	0.0588235	NonUniformIntronCover	0.45	3.375	54	54	0.012955	-	0.21	0	16	16
X	13419704	13419824	C29F7.3/WBGene00007812/clean	0	-	10	0.372038	0.372038	0.627962	0.0512821	NonUniformIntronCover	0.936364	6	111	111	0.0505549	-	0.672727	1.86364	35	35
I	6410767	6411553	ZC328.3/WBGene00022593/clean	0	-	10	0.372428	0.372428	0.627572	0.0180323	-	0.514175	0.535256	28	28	0.066618	NonUniformIntronCover	0.615979	5.85256	81	81
II	11463553	11463606	aars-1/WBGene00000196/clean	0	-	10	0.372826	0.627174	0.372826	0.324324	NonUniformIntronCover	1	24	50	50	0.277778	-	1	10	26	26
V	12420344	12420574	C54D10.4/WBGene00008299/clean	0	-	10	0.372927	0.627073	0.372927	0.024263	-	0.422727	0.306818	17	17	0.0182556	-	0.422727	1.84091	99	99
I	12951716	12951806	F08A8.4/WBGene00008567/clean	0	+	10	0.372971	0.627029	0.372971	0.014072	NonUniformIntronCover	0.5375	2.96875	208	208	0	-	0	0	59	59
X	15245797	15246071	piki-1/WBGene00009552/clean	0	-	10	0.373215	0.626785	0.373215	0.0124224	NonUniformIntronCover	0.5	2.5283	201	201	0	-	0	0	57	57
II	8507115	8507208	T13H5.1/WBGene00011755/clean	0	-	10	0.373258	0.626742	0.373258	0.170732	-	1	14	60	60	0.148649	-	1	11	63	63
I	2823937	2824876	pop-1/WBGene00004077/clean	0	-	10	0.373614	0.626386	0.373614	0.0771324	NonUniformIntronCover	0.527449	3.34316	40	40	0	-	0	0	12	12
III	9793268	9793500	R10E11.9/WBGene00011220/clean	0	-	10	0.374064	0.374064	0.625936	0.0318685	-	0.427928	0.322222	13	13	0.0674996	NonUniformIntronCover	0.445946	4.92222	68	68
X	493487	494011	B0310.1/WBGene00015137/clean	0	+	58	0.374189	0.625811	0.374189	0.0240052	-	0.319742	0.164894	13	13	0.0307989	-	0.678112	4.92553	155	155
II	3208218	3208325	sdz-35/WBGene00022570/clean	0	-	10	0.374396	0.625604	0.374396	0	-	0	0	11	11	0.0307692	NonUniformIntronCover	0.917526	2	63	63
IV	3761968	3762501	vab-2/WBGene00006869/clean	0	-	10	0.374479	0.374479	0.625521	0.0222606	NonUniformIntronCover	0.458891	1.16114	44	44	0.0281052	-	0.564054	1.70616	59	59
IV	7758480	7758538	C46A5.5/WBGene00016701/clean	0	-	10	0.37565	0.62435	0.37565	0.0526316	-	1	1	18	18	0	-	0	0	12	12
IV	4523811	4524861	ZK180.6/WBGene00022680/clean	0	-	74	0.375916	0.375916	0.624084	0.00368809	-	0.229508	0	62	62	0.0156087	NonUniformIntronCover	0.900615	20.2959	1280	1280
V	15578168	15578219	F28F8.9/WBGene00044188/clean	0	-	10	0.376071	0.623929	0.376071	0.0616438	NonUniformIntronCover	1	9	114	114	0	-	0	0	13	13
I	7580206	7580273	D2030.3/WBGene00008413/clean	0	-	10	0.377209	0.622791	0.377209	0.0507246	NonUniformIntronCover	1	7	131	131	0.025641	-	0.754386	1	38	38
II	12965689	12966556	ptr-18/WBGene00004232/clean	0	+	10	0.377385	0.377385	0.622615	0.00982091	-	0.23804	0	24	24	0.0323101	NonUniformIntronCover	0.54259	2.80466	84	84
III	13300563	13300629	Y43F4B.5/WBGene00012803/clean	0	+	10	0.3776	0.6224	0.3776	0.0244821	-	1	26	1036	1036	0.0216718	-	1	14	632	632
V	15327509	15327638	ZK1037.6/WBGene00014194/clean	0	-	10	0.378184	0.378184	0.621816	0	-	0	0	34	34	0.0275782	NonUniformIntronCover	0.554622	8.22449	283	283
IV	7570141	7570199	clec-180/WBGene00017991/clean	0	+	10	0.37872	0.37872	0.62128	0	-	0	0	10	10	0.0953947	NonUniformIntronCover	1	29	275	275
IV	15851553	15851888	Y105C5A.24/WBGene00013643/clean	0	+	42	0.379097	0.620903	0.379097	0.217105	NonUniformIntronCover	0.372014	2.21849	8	8	0.125585	-	0.331058	1.57983	11	11
III	5107747	5107799	dpy-17/WBGene00001076/clean	0	+	10	0.379171	0.379171	0.620829	0.0229304	NonUniformIntronCover	1	9.83333	419	418	0	-	0	0	19	19
III	4469498	4469554	F56F3.4/WBGene00010155/clean	0	+	10	0.379991	0.379991	0.620009	0	-	0	0	28	28	0.0318551	NonUniformIntronCover	0.652174	5.1	155	155
V	10282565	10282831	lys-3/WBGene00003092/clean	0	-	10	0.380177	0.380177	0.619823	0.0591694	-	0.628906	0.951923	10	10	0.186356	NonUniformIntronCover	0.925781	22.9038	100	100
II	5827165	5827348	tbc-2/WBGene00022880/clean	0	-	10	0.380485	0.380485	0.619515	0.0229867	NonUniformIntronCover	0.578035	2.07042	88	88	0.0139024	-	0.578035	0.690141	41	41
IV	5176162	5176749	lam-1/WBGene00002247/clean	0	+	41	0.380573	0.380573	0.619427	0.0173349	NonUniformIntronCover	0.419414	1.48182	84	84	0	-	0	0	23	23
II	5660124	5660175	C25H3.12/WBGene00016121/clean	0	-	10	0.380658	0.380658	0.619342	0.0175439	NonUniformIntronCover	1	2	106	106	0.0227273	-	1	2	86	86
X	5671600	5671656	egl-13/WBGene00001182/clean	0	+	10	0.380662	0.380662	0.619338	0.3	-	1	3	7	7	0.425	-	1	51	69	69
IV	11690253	11690948	let-60/WBGene00002335/clean	0	-	10	0.380719	0.619281	0.380719	0.0270589	-	0.642336	1.50182	54	54	0.00790277	NonUniformIntronCover	0.366423	0.581818	46	46
IV	6886610	6886661	T05A12.3/WBGene00020234/clean	0	-	10	0.381039	0.618961	0.381039	0.02	-	1	1	49	49	0	-	0	0	31	31
I	4642249	4642463	Y119C1A.1/WBGene00022466/clean	0	-	10	0.381143	0.381143	0.618857	0.0180217	-	0.818627	3.7439	203	203	0.0258701	NonUniformIntronCover	0.813725	6.42683	242	242
IV	1012850	1012907	Y55F3AM.3/WBGene00021921/clean	0	+	10	0.381458	0.381458	0.618542	0.539419	-	1	130	111	111	0.559382	NonUniformIntronCover	1	125.684	99	99
X	15332258	15332314	Y15E3A.4/WBGene00012443/clean	0	+	10	0.381852	0.618148	0.381852	0	-	0	0	16	16	0.0217391	-	1	2	90	90
IV	10780460	10780515	swt-3/WBGene00007384/clean	0	-	10	0.382289	0.382289	0.617711	0.801418	-	1	113	28	28	0.83262	-	1	174.105	35	35
I	8266709	8266832	ZK265.7/WBGene00013959/clean	0	+	10	0.382769	0.617231	0.382769	0	-	0	0	10	10	0.0360952	NonUniformIntronCover	0.584071	2.80851	75	75
V	59371	59814	cyp-29A3/WBGene00021412/clean	0	+	10	0.382827	0.617173	0.382827	0.453694	NonUniformIntronCover	0.510393	4.98286	6	6	0.416462	-	0.591224	13.56	19	19
I	574073	574144	grl-16/WBGene00001725/clean	0	-	10	0.383185	0.616815	0.383185	0	-	0	0	24	24	0.0178218	-	1	9	488	488
I	4162636	4163083	inx-16/WBGene00002138/clean	0	+	10	0.38322	0.38322	0.61678	0.0127083	-	0.20595	0	16	16	0.0515933	NonUniformIntronCover	0.439359	1.36	25	25
IV	4662208	4662262	jmjd-1.2/WBGene00017920/clean	0	+	10	0.383766	0.616234	0.383766	0.0205339	NonUniformIntronCover	0.386364	1.11111	53	53	0.0135135	-	1	1	73	73
X	12764401	12764454	cept-1/WBGene00009057/clean	0	+	10	0.383835	0.616165	0.383835	0.0151707	-	0.55814	1.89474	123	123	0	-	0	0	47	47
III	12456659	12456720	scav-3/WBGene00013039/clean	0	-	10	0.383857	0.383857	0.616143	0.528177	-	1	68.2857	61	61	0.554545	-	1	61	49	49
I	3579535	3580195	Y47G6A.29/WBGene00021652/clean	0	-	10	0.384379	0.384379	0.615621	0.0255603	-	0.473846	1.31154	50	50	0	-	0	0	14	14
X	2361304	2361469	lgc-40/WBGene00020767/clean	0	+	10	0.384594	0.384594	0.615406	0	-	0	0	51	51	0.0135533	NonUniformIntronCover	0.354839	2.55556	186	186
I	7581427	7581509	D2030.4/WBGene00008414/clean	0	-	10	0.384813	0.384813	0.615187	0.367925	-	1	39	67	67	0.392157	-	1	20	31	31
IV	4310712	4311678	set-9/WBGene00017482/clean	0	+	110	0.384828	0.615172	0.384828	0.0627919	NonUniformIntronCover	0.55257	8.44186	126	126	0.025205	-	0.38785	0.22093	15	15
II	3554236	3554288	dnc-3/WBGene00021149/clean	0	+	10	0.38594	0.61406	0.38594	0.0240964	-	1	2	81	81	0	-	0	0	30	30
II	8626992	8627076	sptf-2/WBGene00011926/clean	0	+	10	0.386709	0.613291	0.386709	0.027027	-	1	1	29	29	0.0327518	NonUniformIntronCover	1	10.7	297	297
III	10605432	10605611	rabx-5/WBGene00012644/clean	0	+	10	0.386715	0.386715	0.613285	0.0510465	-	0.591716	0.724638	11	11	0.164557	NonUniformIntronCover	0.591716	4.33333	22	22
IV	7051871	7051952	nhr-105/WBGene00003695/clean	0	+	10	0.387173	0.612827	0.387173	0.0467836	NonUniformIntronCover	1	8	163	162	0.0412844	-	1	9	209	209
X	10947905	10948157	T21B6.3/WBGene00011880/clean	0	-	10	0.388077	0.388077	0.611923	0	-	0	0	46	46	0.016129	-	0.413223	2	122	122
I	15024171	15024222	F33H2.2/WBGene00009366/clean	0	+	10	0.388197	0.388197	0.611803	0.0126582	-	0.731707	1	78	78	0	-	0	0	22	22
IV	12694468	12694551	T23B5.3/WBGene00011940/clean	0	+	10	0.388464	0.611536	0.388464	0.04	NonUniformIntronCover	0.780822	3	72	72	0	-	0	0	20	20
V	11627390	11628317	F35B12.10/WBGene00009389/clean	0	-	10	0.388575	0.611425	0.388575	0.159756	NonUniformIntronCover	0.61723	1.71117	9	9	0.125323	-	0.651036	1.71935	12	12
III	7139064	7139156	glr-2/WBGene00001613/clean	0	-	10	0.388668	0.388668	0.611332	0.0810811	-	1	1.05882	12	12	0.155193	NonUniformIntronCover	1	33.6176	183	183
V	19388211	19388483	Y43F8A.5/WBGene00012811/clean	0	-	10	0.388745	0.611255	0.388745	0	-	0	0	11	11	0.0312535	NonUniformIntronCover	0.385496	2.61321	81	81
V	19639898	19640760	Y43F8C.6/WBGene00012828/clean	0	-	70	0.38876	0.38876	0.61124	0.0111748	-	0.383838	1.44654	128	128	0.00363433	-	0.131313	0	36	36
IV	773579	773652	mrpl-2/WBGene00018932/clean	0	+	10	0.388957	0.388957	0.611043	0.284226	NonUniformIntronCover	1	55.5926	140	140	0.301205	-	1	25	58	58
IV	1660622	1660678	Y41D4B.4/WBGene00021512/clean	0	+	10	0.389085	0.610915	0.389085	0.104899	-	1	37.15	317	317	0.0944444	-	1	17	163	163
I	6945145	6945207	T10B11.6/WBGene00020402/clean	0	-	10	0.389087	0.389087	0.610913	0.0147059	-	1	1	67	67	0	-	0	0	19	19
I	760987	761043	mps-3/WBGene00020282/clean	0	-	10	0.389521	0.610479	0.389521	0	-	0	0	27	27	0.013245	-	1	2	149	149
V	2897061	2897131	C31B8.4/WBGene00016281/clean	0	+	10	0.389779	0.610221	0.389779	0.0434783	-	1	1	22	22	0.0567686	NonUniformIntronCover	1	26	432	432
V	3914079	3914133	srx-68/WBGene00005959/clean	0	+	10	0.389804	0.389804	0.610196	0.235294	-	1	4	13	13	0.310202	NonUniformIntronCover	1	99.8333	222	222
II	14348073	14348591	lin-7/WBGene00002996/clean	0	-	10	0.390112	0.609888	0.390112	0.123711	NonUniformIntronCover	0.771654	4.94118	35	35	0.0241493	-	0.346457	0.705882	14	14
V	14943547	14943808	C30G7.3/WBGene00044177/clean	0	-	10	0.390293	0.390293	0.609707	0.00962371	-	0.398406	0.49505	41	41	0.0225467	NonUniformIntronCover	0.398406	6.43564	279	279
I	6216793	6217122	T08B2.5/WBGene00020346/clean	0	+	10	0.390353	0.390353	0.609647	0.101993	NonUniformIntronCover	0.965517	14.9922	132	129	0.108727	-	0.912226	11.5891	95	90
II	14601944	14601998	tps-2/WBGene00006603/clean	0	+	10	0.390539	0.390539	0.609461	0.0659341	NonUniformIntronCover	0.840909	6	85	85	0.0555556	-	0.795455	1	17	17
I	5185375	5185432	slx-1/WBGene00018909/clean	0	+	10	0.390639	0.390639	0.609361	0.16	-	1	4	21	21	0.142857	LowCover	1	1	6	6
II	12173360	12173592	rol-1/WBGene00004394/clean	0	+	10	0.39165	0.60835	0.39165	0	-	0	0	11	11	0.0425532	NonUniformIntronCover	0.554054	10.1333	228	228
X	1442635	1443152	zfp-3/WBGene00021047/clean	0	-	10	0.391753	0.608247	0.391753	0.0660532	-	0.708087	1.9803	25	25	0.0344529	LowCover	0.392505	0.423645	4	4
I	8605642	8606166	F43G9.13/WBGene00009673/clean	0	+	10	0.391891	0.608109	0.391891	0.0138016	NonUniformIntronCover	0.628405	4.42233	316	316	0.00734439	-	0.38716	1.07282	145	145
II	14527431	14527694	F57C2.5/WBGene00010197/clean	0	-	10	0.392679	0.607321	0.392679	0.0174022	-	0.624506	1.61165	88	88	0	-	0	0	34	34
IV	11640738	11640793	ttr-50/WBGene00010234/clean	0	-	10	0.393156	0.606844	0.393156	0.0618238	-	1	80	1214	1214	0	-	0	0	15	15
